id,grid_solution,steps
lgp-test-2x2-24,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""brit""], [""2"", ""Arnold"", ""dane""]]}",6
lgp-test-5x4-14,{},133
lgp-test-3x2-10,{},6
lgp-test-4x2-24,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Alice"", ""cat""], [""2"", ""Peter"", ""bird""], [""3"", ""Arnold"", ""fish""], [""4"", ""Eric"", ""dog""]]}",14
lgp-test-4x5-8,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Alice"", ""short"", ""feb"", ""red"", ""mystery""], [""2"", ""Eric"", ""tall"", ""sept"", ""blonde"", ""science_fiction""], [""3"", ""Arnold"", ""very_short"", ""jan"", ""black"", ""fantasy""], [""4"", ""Peter"", ""average"", ""april"", ""brown"", ""romance""]]}",173
lgp-test-2x2-34,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""cat""], [""2"", ""Arnold"", ""horse""]]}",8
lgp-test-6x5-8,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""bird"", ""nurse"", ""baseball"", ""very_tall""], [""2"", ""Eric"", ""dog"", ""engineer"", ""swimming"", ""average""], [""3"", ""Alice"", ""rabbit"", ""artist"", ""volleyball"", ""tall""], [""4"", ""Bob"", ""horse"", ""teacher"", ""tennis"", ""very_short""], [""5"", ""Carol"", ""fish"", ""lawyer"", ""soccer"", ""super_tall""], [""6"", ""Arnold"", ""cat"", ""doctor"", ""basketball"", ""short""]]}",2814
lgp-test-3x6-38,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""associate"", ""tea"", ""mystery"", ""photography"", ""ford_f150""], [""2"", ""Peter"", ""high_school"", ""water"", ""science_fiction"", ""cooking"", ""tesla_model_3""], [""3"", ""Arnold"", ""bachelor"", ""milk"", ""romance"", ""gardening"", ""toyota_camry""]]}",99
lgp-test-5x2-7,{},29
lgp-test-3x4-18,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""carnations"", ""dane"", ""watermelon""], [""2"", ""Peter"", ""lilies"", ""swede"", ""desert""], [""3"", ""Arnold"", ""daffodils"", ""brit"", ""cherry""]]}",16
lgp-test-6x3-8,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""blue_master"", ""blueberry""], [""2"", ""Bob"", ""prince"", ""dragonfruit""], [""3"", ""Carol"", ""yellow_monster"", ""lime""], [""4"", ""Alice"", ""pall_mall"", ""watermelon""], [""5"", ""Arnold"", ""blends"", ""desert""], [""6"", ""Eric"", ""dunhill"", ""cherry""]]}",423
lgp-test-5x3-28,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""bachelor"", ""mar""], [""2"", ""Peter"", ""master"", ""sept""], [""3"", ""Alice"", ""associate"", ""feb""], [""4"", ""Bob"", ""doctorate"", ""april""], [""5"", ""Arnold"", ""high_school"", ""jan""]]}",28
lgp-test-3x4-2,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Peter"", ""milk"", ""lilies"", ""prince""], [""2"", ""Eric"", ""water"", ""carnations"", ""pall_mall""], [""3"", ""Arnold"", ""tea"", ""daffodils"", ""blue_master""]]}",13
lgp-test-6x5-19,{},343
lgp-test-6x5-24,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Carol"", ""country"", ""ranch"", ""tennis"", ""science_fiction""], [""2"", ""Arnold"", ""pop"", ""modern"", ""baseball"", ""romance""], [""3"", ""Peter"", ""rock"", ""victorian"", ""soccer"", ""fantasy""], [""4"", ""Alice"", ""classical"", ""mediterranean"", ""basketball"", ""historical_fiction""], [""5"", ""Eric"", ""hip_hop"", ""colonial"", ""volleyball"", ""biography""], [""6"", ""Bob"", ""jazz"", ""craftsman"", ""swimming"", ""mystery""]]}",1228
lgp-test-5x2-6,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Bob"", ""huawei_p50""], [""2"", ""Eric"", ""samsung_galaxy_s21""], [""3"", ""Peter"", ""google_pixel_6""], [""4"", ""Arnold"", ""iphone_13""], [""5"", ""Alice"", ""oneplus_9""]]}",72
lgp-test-6x5-39,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Carol"", ""biography"", ""root_beer"", ""blonde"", ""april""], [""2"", ""Arnold"", ""fantasy"", ""tea"", ""black"", ""mar""], [""3"", ""Bob"", ""science_fiction"", ""water"", ""auburn"", ""may""], [""4"", ""Eric"", ""historical_fiction"", ""milk"", ""gray"", ""feb""], [""5"", ""Peter"", ""romance"", ""coffee"", ""red"", ""jan""], [""6"", ""Alice"", ""mystery"", ""boba_tea"", ""brown"", ""sept""]]}",610
lgp-test-6x5-14,{},808
lgp-test-5x5-11,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Eric"", ""very_tall"", ""prince"", ""desert"", ""iphone_13""], [""2"", ""Arnold"", ""tall"", ""blue_master"", ""cherry"", ""oneplus_9""], [""3"", ""Alice"", ""very_short"", ""pall_mall"", ""lime"", ""huawei_p50""], [""4"", ""Bob"", ""average"", ""dunhill"", ""dragonfruit"", ""google_pixel_6""], [""5"", ""Peter"", ""short"", ""blends"", ""watermelon"", ""samsung_galaxy_s21""]]}",172
lgp-test-3x4-7,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Peter"", ""Meredith"", ""brit"", ""april""], [""2"", ""Eric"", ""Fred"", ""dane"", ""sept""], [""3"", ""Arnold"", ""Bella"", ""swede"", ""jan""]]}",20
lgp-test-4x5-7,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Alice"", ""feb"", ""fantasy"", ""carnations"", ""cruise""], [""2"", ""Peter"", ""jan"", ""romance"", ""daffodils"", ""city""], [""3"", ""Eric"", ""sept"", ""mystery"", ""roses"", ""beach""], [""4"", ""Arnold"", ""april"", ""science_fiction"", ""lilies"", ""mountain""]]}",31
lgp-test-6x2-7,{},51
lgp-test-3x2-29,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""ford_f150""], [""2"", ""Peter"", ""toyota_camry""], [""3"", ""Arnold"", ""tesla_model_3""]]}",6
lgp-test-4x2-36,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Arnold"", ""norwegian""], [""2"", ""Peter"", ""dane""], [""3"", ""Eric"", ""swede""], [""4"", ""Alice"", ""brit""]]}",8
lgp-test-2x2-28,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Eric"", ""pall_mall""], [""2"", ""Arnold"", ""prince""]]}",4
lgp-test-3x6-14,{},115
lgp-test-6x2-19,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Bob"", ""stew""], [""2"", ""Carol"", ""stir_fry""], [""3"", ""Alice"", ""soup""], [""4"", ""Arnold"", ""pizza""], [""5"", ""Eric"", ""spaghetti""], [""6"", ""Peter"", ""grilled_cheese""]]}",153
lgp-test-3x4-36,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Peter"", ""high_school"", ""gardening"", ""water""], [""2"", ""Arnold"", ""associate"", ""photography"", ""milk""], [""3"", ""Eric"", ""bachelor"", ""cooking"", ""tea""]]}",14
lgp-test-4x6-0,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""master"", ""swimming"", ""engineer"", ""carnations"", ""very_short""], [""2"", ""Arnold"", ""bachelor"", ""basketball"", ""teacher"", ""roses"", ""short""], [""3"", ""Alice"", ""high_school"", ""tennis"", ""doctor"", ""lilies"", ""tall""], [""4"", ""Peter"", ""associate"", ""soccer"", ""artist"", ""daffodils"", ""average""]]}",360
lgp-test-3x3-1,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""tennis"", ""pop""], [""2"", ""Peter"", ""basketball"", ""rock""], [""3"", ""Arnold"", ""soccer"", ""classical""]]}",14
lgp-test-2x5-29,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""daffodils"", ""brit"", ""desert"", ""basketball""], [""2"", ""Eric"", ""carnations"", ""dane"", ""cherry"", ""soccer""]]}",13
lgp-test-4x4-36,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""blonde"", ""teacher"", ""milk""], [""2"", ""Peter"", ""brown"", ""doctor"", ""water""], [""3"", ""Alice"", ""red"", ""artist"", ""tea""], [""4"", ""Arnold"", ""black"", ""engineer"", ""coffee""]]}",111
lgp-test-4x2-17,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Alice"", ""spaghetti""], [""2"", ""Eric"", ""pizza""], [""3"", ""Arnold"", ""stew""], [""4"", ""Peter"", ""grilled_cheese""]]}",10
lgp-test-5x3-20,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""brown"", ""tulips""], [""2"", ""Eric"", ""red"", ""daffodils""], [""3"", ""Bob"", ""black"", ""lilies""], [""4"", ""Arnold"", ""blonde"", ""roses""], [""5"", ""Alice"", ""gray"", ""carnations""]]}",26
lgp-test-2x6-38,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""cat"", ""daffodils"", ""gardening"", ""black"", ""mountain""], [""2"", ""Arnold"", ""dog"", ""carnations"", ""photography"", ""brown"", ""beach""]]}",13
lgp-test-4x6-25,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""photography"", ""mystery"", ""cruise"", ""pop"", ""high_school""], [""2"", ""Arnold"", ""cooking"", ""fantasy"", ""mountain"", ""jazz"", ""master""], [""3"", ""Alice"", ""painting"", ""science_fiction"", ""city"", ""classical"", ""associate""], [""4"", ""Peter"", ""gardening"", ""romance"", ""beach"", ""rock"", ""bachelor""]]}",76
lgp-test-3x5-5,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""sept"", ""ford_f150"", ""blonde"", ""Holly""], [""2"", ""Eric"", ""april"", ""tesla_model_3"", ""black"", ""Aniya""], [""3"", ""Arnold"", ""jan"", ""toyota_camry"", ""brown"", ""Janelle""]]}",18
lgp-test-6x2-23,"{""header"": [""House"", ""Category_1"", ""Category_2""], ""rows"": [[""1"", ""Peter"", ""jazz""], [""2"", ""Eric"", ""pop""], [""3"", ""Carol"", ""classical""], [""4"", ""Bob"", ""country""], [""5"", ""Alice"", ""rock""], [""6"", ""Arnold"", ""hip_hop""]]}",17
lgp-test-5x4-22,{},132
lgp-test-6x5-29,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""samsung_galaxy_s21"", ""auburn"", ""milk"", ""pop""], [""2"", ""Carol"", ""xiaomi_mi_11"", ""gray"", ""root_beer"", ""classical""], [""3"", ""Arnold"", ""oneplus_9"", ""brown"", ""water"", ""rock""], [""4"", ""Alice"", ""huawei_p50"", ""blonde"", ""boba_tea"", ""jazz""], [""5"", ""Eric"", ""iphone_13"", ""red"", ""tea"", ""country""], [""6"", ""Bob"", ""google_pixel_6"", ""black"", ""coffee"", ""hip_hop""]]}",94
lgp-test-4x4-35,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""milk"", ""fantasy"", ""brown""], [""2"", ""Alice"", ""tea"", ""romance"", ""black""], [""3"", ""Peter"", ""coffee"", ""mystery"", ""blonde""], [""4"", ""Eric"", ""water"", ""science_fiction"", ""red""]]}",60
lgp-test-6x3-24,{},6
lgp-test-6x2-36,{},180
lgp-test-6x3-37,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Eric"", ""knitting"", ""pall_mall""], [""2"", ""Bob"", ""photography"", ""yellow_monster""], [""3"", ""Alice"", ""cooking"", ""blends""], [""4"", ""Carol"", ""gardening"", ""blue_master""], [""5"", ""Peter"", ""painting"", ""dunhill""], [""6"", ""Arnold"", ""woodworking"", ""prince""]]}",76
lgp-test-3x5-39,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""bird"", ""white"", ""brit"", ""lilies""], [""2"", ""Eric"", ""cat"", ""red"", ""dane"", ""carnations""], [""3"", ""Arnold"", ""horse"", ""yellow"", ""swede"", ""daffodils""]]}",18
lgp-test-4x6-34,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""green"", ""feb"", ""Holly"", ""dunhill"", ""lilies""], [""2"", ""Peter"", ""yellow"", ""april"", ""Janelle"", ""prince"", ""carnations""], [""3"", ""Arnold"", ""white"", ""sept"", ""Kailyn"", ""pall_mall"", ""roses""], [""4"", ""Alice"", ""red"", ""jan"", ""Aniya"", ""blue_master"", ""daffodils""]]}",40
lgp-test-5x6-28,{},151
lgp-test-2x6-28,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""victorian"", ""brit"", ""beach"", ""cat"", ""science_fiction""], [""2"", ""Eric"", ""colonial"", ""dane"", ""mountain"", ""dog"", ""mystery""]]}",12
lgp-test-2x3-26,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""associate"", ""tea""], [""2"", ""Eric"", ""high_school"", ""water""]]}",7
lgp-test-3x5-35,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""blue_master"", ""Bella"", ""Aniya"", ""cat""], [""2"", ""Peter"", ""pall_mall"", ""Meredith"", ""Holly"", ""horse""], [""3"", ""Eric"", ""prince"", ""Fred"", ""Janelle"", ""bird""]]}",19
lgp-test-5x6-39,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Eric"", ""samsung_galaxy_s21"", ""red"", ""Aniya"", ""brit"", ""stir_fry""], [""2"", ""Alice"", ""oneplus_9"", ""blue"", ""Holly"", ""norwegian"", ""grilled_cheese""], [""3"", ""Arnold"", ""google_pixel_6"", ""yellow"", ""Penny"", ""swede"", ""spaghetti""], [""4"", ""Bob"", ""huawei_p50"", ""white"", ""Janelle"", ""dane"", ""stew""], [""5"", ""Peter"", ""iphone_13"", ""green"", ""Kailyn"", ""german"", ""pizza""]]}",105
lgp-test-6x4-22,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Peter"", ""cultural"", ""blue_master"", ""baseball""], [""2"", ""Arnold"", ""city"", ""prince"", ""tennis""], [""3"", ""Bob"", ""camping"", ""pall_mall"", ""basketball""], [""4"", ""Alice"", ""cruise"", ""blends"", ""volleyball""], [""5"", ""Eric"", ""mountain"", ""dunhill"", ""soccer""], [""6"", ""Carol"", ""beach"", ""yellow_monster"", ""swimming""]]}",42
lgp-test-6x5-0,{},762
lgp-test-6x5-22,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Carol"", ""pop"", ""craftsman"", ""iphone_13"", ""hamster""], [""2"", ""Peter"", ""rock"", ""colonial"", ""oneplus_9"", ""fish""], [""3"", ""Arnold"", ""hip_hop"", ""victorian"", ""google_pixel_6"", ""bird""], [""4"", ""Alice"", ""country"", ""mediterranean"", ""xiaomi_mi_11"", ""cat""], [""5"", ""Bob"", ""jazz"", ""ranch"", ""huawei_p50"", ""dog""], [""6"", ""Eric"", ""classical"", ""modern"", ""samsung_galaxy_s21"", ""rabbit""]]}",92
lgp-test-3x5-10,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Arnold"", ""soccer"", ""mystery"", ""sept"", ""carnations""], [""2"", ""Eric"", ""tennis"", ""romance"", ""jan"", ""lilies""], [""3"", ""Peter"", ""basketball"", ""science_fiction"", ""april"", ""daffodils""]]}",21
lgp-test-5x5-7,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Bob"", ""tulips"", ""sept"", ""spaghetti"", ""victorian""], [""2"", ""Alice"", ""lilies"", ""feb"", ""pizza"", ""ranch""], [""3"", ""Arnold"", ""roses"", ""mar"", ""grilled_cheese"", ""colonial""], [""4"", ""Peter"", ""daffodils"", ""april"", ""stew"", ""modern""], [""5"", ""Eric"", ""carnations"", ""jan"", ""stir_fry"", ""craftsman""]]}",228
lgp-test-3x6-36,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""beach"", ""gardening"", ""tennis"", ""lilies"", ""watermelon""], [""2"", ""Eric"", ""city"", ""photography"", ""basketball"", ""carnations"", ""desert""], [""3"", ""Peter"", ""mountain"", ""cooking"", ""soccer"", ""daffodils"", ""cherry""]]}",22
lgp-test-4x3-23,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""fish"", ""mountain""], [""2"", ""Eric"", ""cat"", ""beach""], [""3"", ""Alice"", ""dog"", ""cruise""], [""4"", ""Peter"", ""bird"", ""city""]]}",14
lgp-test-3x6-33,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""carnations"", ""brown"", ""tennis"", ""victorian"", ""fish""], [""2"", ""Peter"", ""daffodils"", ""blonde"", ""basketball"", ""ranch"", ""dog""], [""3"", ""Eric"", ""lilies"", ""black"", ""soccer"", ""colonial"", ""cat""]]}",44
lgp-test-3x4-31,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Peter"", ""science_fiction"", ""sept"", ""brit""], [""2"", ""Eric"", ""romance"", ""jan"", ""swede""], [""3"", ""Arnold"", ""mystery"", ""april"", ""dane""]]}",19
lgp-test-5x4-0,{},505
lgp-test-5x5-24,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Bob"", ""pall_mall"", ""classical"", ""sept"", ""mystery""], [""2"", ""Peter"", ""dunhill"", ""jazz"", ""feb"", ""fantasy""], [""3"", ""Arnold"", ""blends"", ""rock"", ""mar"", ""biography""], [""4"", ""Eric"", ""prince"", ""pop"", ""jan"", ""romance""], [""5"", ""Alice"", ""blue_master"", ""hip_hop"", ""april"", ""science_fiction""]]}",32
lgp-test-6x5-1,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Bob"", ""boba_tea"", ""daffodils"", ""lawyer"", ""knitting""], [""2"", ""Peter"", ""milk"", ""tulips"", ""artist"", ""cooking""], [""3"", ""Arnold"", ""coffee"", ""lilies"", ""nurse"", ""woodworking""], [""4"", ""Carol"", ""root_beer"", ""carnations"", ""doctor"", ""gardening""], [""5"", ""Eric"", ""water"", ""iris"", ""teacher"", ""photography""], [""6"", ""Alice"", ""tea"", ""roses"", ""engineer"", ""painting""]]}",799
lgp-test-4x3-21,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Peter"", ""tall"", ""photography""], [""2"", ""Alice"", ""short"", ""gardening""], [""3"", ""Eric"", ""average"", ""cooking""], [""4"", ""Arnold"", ""very_short"", ""painting""]]}",18
lgp-test-4x5-2,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5""], ""rows"": [[""1"", ""Peter"", ""bird"", ""samsung_galaxy_s21"", ""white"", ""craftsman""], [""2"", ""Arnold"", ""fish"", ""iphone_13"", ""red"", ""victorian""], [""3"", ""Eric"", ""cat"", ""oneplus_9"", ""yellow"", ""colonial""], [""4"", ""Alice"", ""horse"", ""google_pixel_6"", ""green"", ""ranch""]]}",41
lgp-test-5x2-31,{},84
lgp-test-4x4-10,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Eric"", ""rock"", ""Janelle"", ""associate""], [""2"", ""Alice"", ""jazz"", ""Holly"", ""bachelor""], [""3"", ""Arnold"", ""pop"", ""Kailyn"", ""master""], [""4"", ""Peter"", ""classical"", ""Aniya"", ""high_school""]]}",34
lgp-test-2x6-35,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4"", ""Category_5"", ""Category_6""], ""rows"": [[""1"", ""Arnold"", ""april"", ""brown"", ""carnations"", ""associate"", ""ford_f150""], [""2"", ""Eric"", ""sept"", ""black"", ""daffodils"", ""high_school"", ""tesla_model_3""]]}",15
lgp-test-3x3-16,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3""], ""rows"": [[""1"", ""Arnold"", ""tesla_model_3"", ""iphone_13""], [""2"", ""Eric"", ""ford_f150"", ""samsung_galaxy_s21""], [""3"", ""Peter"", ""toyota_camry"", ""google_pixel_6""]]}",13
lgp-test-5x4-13,"{""header"": [""House"", ""Category_1"", ""Category_2"", ""Category_3"", ""Category_4""], ""rows"": [[""1"", ""Arnold"", ""romance"", ""mountain"", ""Aniya""], [""2"", ""Bob"", ""fantasy"", ""beach"", ""Holly""], [""3"", ""Peter"", ""mystery"", ""city"", ""Kailyn""], [""4"", ""Alice"", ""science_fiction"", ""cruise"", ""Janelle""], [""5"", ""Eric"", ""biography"", ""camping"", ""Penny""]]}",68
